movie,query,clean_query,url,ipc,icr,similarity,trueLabel,opredict,ipredict
Oz the Great and Powerful,oz the great and powerful (2013),oz great powerful (2013),"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,y,y,y
Oz the Great and Powerful,oz the great and powerful 2013,oz great powerful 2013,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,y,y,y
Oz the Great and Powerful,oz the great and powerful cast,oz great powerful,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,n,y,y
Oz the Great and Powerful,oz the great and powerful full movie,oz great powerful,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,n,y,y
Oz the Great and Powerful,oz the great and powerful movie,oz great powerful,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,n,y,y
Oz the Great and Powerful,oz the movie,oz,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,n,y,y
Oz the Great and Powerful,the great and powerful,great powerful,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,y,y,y
Oz the Great and Powerful,the great and powerful oz,great powerful oz,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.456140350877193,0.3621590614033934,y,y,y
Oz the Great and Powerful,the oz,oz,"https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,http://www.imdb.com/title/tt1623205/",2,0.3291139240506329,0.3325082496415259,n,y,y
Oz the Great and Powerful,wizard of oz,wizard oz,http://www.imdb.com/title/tt1623205/,1,0.03724928366762178,0.24160881443226864,n,y,y
Oz the Great and Powerful,wizard of oz james franco,wizard oz james franco,http://www.imdb.com/title/tt1623205/,1,1.0,0.49041195379558256,n,y,y
Oz the Great and Powerful,wizard of oz movie,wizard oz,http://www.imdb.com/title/tt1623205/,1,0.0962962962962963,0.3926600290892825,n,y,y
Oz the Great and Powerful,wizard of oz remake,wizard oz remake,http://www.imdb.com/title/tt1623205/,1,1.0,0.49041195379558256,y,y,y
Oz the Great and Powerful,cast of oz the great and powerful,oz great powerful,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,great and powerful oz,great powerful oz,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,great powerful,great powerful,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,james franco oz,james franco oz,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,new wizard of oz movie,wizard oz,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,oz and the great and powerful,oz great powerful,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,oz great and powerful 2,oz great powerful 2,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,oz great powerful,oz great powerful,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,oz james franco,oz james franco,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,oz powerful,oz powerful,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,oz the great and,oz great,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,oz the great and powerful 2,oz great powerful 2,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,oz the great and powerful 2013 cast,oz great powerful 2013,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,oz the great and powerful sequel,oz great powerful,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,n,y,y
Oz the Great and Powerful,prequel to wizard of oz,prequel to wizard oz,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,the great oz,great oz,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Oz the Great and Powerful,the great wizard of oz,great wizard oz,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,1,1.0,0.23390616901120426,y,y,y
Perfume: The Story of a Murderer,das parfum,das parfum,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,n,y,y
Perfume: The Story of a Murderer,das parfum film,das parfum,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,film le parfum,le parfum,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,film perfume,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,jean baptiste grenouille,jean baptiste grenouille,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,jean-baptiste grenouille,jean-baptiste grenouille,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,le parfum film,le parfum,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,movie perfume,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,parfum film,parfum,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,parfum movie,parfum,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,parfum serie wiki,parfum serie,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,perfume 2006,perfume 2006,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,y,y,y
Perfume: The Story of a Murderer,perfume a story of murder,perfume a murder,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,y,y,y
Perfume: The Story of a Murderer,perfume cast,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,perfume film,perfume,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,n,y,y
Perfume: The Story of a Murderer,perfume german movie,perfume german,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,perfume movie,perfume,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,n,y,y
Perfume: The Story of a Murderer,perfume movie cast,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,perfume story,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,perfume story of a murderer,perfume a murderer,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,y,y,y
Perfume: The Story of a Murderer,perfume the movie,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,perfume the story of a murderer,perfume a murderer,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,n,y,y
Perfume: The Story of a Murderer,perfume the story of a murderer 2006,perfume a murderer 2006,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,y,y,y
Perfume: The Story of a Murderer,perfume the story of murder,perfume murder,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,y,y,y
Perfume: The Story of a Murderer,perfume the story of murderer,perfume murderer,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,y,y,y
Perfume: The Story of a Murderer,the perfume,perfume,"https://en.wikipedia.org/wiki/Perfume_%28novel%29,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29",2,0.5087719298245614,0.24152588986190168,n,y,y
Perfume: The Story of a Murderer,the perfume movie,perfume,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,n,y,y
Perfume: The Story of a Murderer,the story of a murderer,a murderer,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_%28film%29,1,1.0,0.23834045848435564,y,y,y
Perfume: The Story of a Murderer,book perfume,perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,el perfume,el perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,grenouille,grenouille,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,0.9333333333333332,0.2260933835956084,n,y,y
Perfume: The Story of a Murderer,grenouille perfume,grenouille perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,le parfum,le parfum,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,patrick sueskind,patrick sueskind,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,patrick suskind,patrick suskind,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,0.9655172413793104,0.23088764434734865,n,y,y
Perfume: The Story of a Murderer,patrick suskind perfume,patrick suskind perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume,perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,0.0492091388400703,0.18807780088215562,n,y,y
Perfume: The Story of a Murderer,perfume a story of a murderer,perfume a a murderer,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,y,y,y
Perfume: The Story of a Murderer,perfume book,perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume by patrick suskind,perfume by patrick suskind,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume novel,perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume patrick sueskind,perfume patrick sueskind,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume patrick suskind,perfume patrick suskind,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume suskind,perfume suskind,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume the book,perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,suskind le parfum,suskind le parfum,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,the perfume book,perfume,https://en.wikipedia.org/wiki/Perfume_%28novel%29,1,1.0,0.24471132123944772,n,y,y
Perfume: The Story of a Murderer,perfume quotes,perfume,https://www.goodreads.com/work/quotes/2977727-das-parfum-die-geschichte-eines-m-rders,1,1.0,0.22816663942187498,n,y,y
Pirates of the Caribbean: At World's End,at the world's end,at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,at world's end,at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,at world's end cast,at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,at worlds end,at worlds end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirate of the caribbean 3,pirate caribbean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates at world's end,pirates at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of caribbean 3,pirates caribbean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of caribbean at world's end,pirates caribbean at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean,pirates caribbean,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,0.060889929742388764,0.12690218175844106,n,n,n
Pirates of the Caribbean: At World's End,pirates of the caribbean 3,pirates caribbean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean 3 cast,pirates caribbean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,0.52,0.09577506185583534,n,n,n
Pirates of the Caribbean: At World's End,pirates of the caribbean 3 full movie,pirates caribbean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean at world's end,pirates caribbean at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean at world's end 123,pirates caribbean at world's end 123,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean at world's end cast,pirates caribbean at world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean at worlds end,pirates caribbean at worlds end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean at worlds end cast,pirates caribbean at worlds end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean order,pirates caribbean,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean summary,pirates caribbean,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,n,y,y
Pirates of the Caribbean: At World's End,pirates of the caribbean world's end,pirates caribbean world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of the caribean 3,pirates caribean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of the carribean 3,pirates carribean 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,pirates of the carribean at worlds end,pirates carribean at worlds end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,potc 3,potc 3,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: At World's End,the worlds end,worlds end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,0.12149532710280375,0.23352742379176852,y,y,y
Pirates of the Caribbean: At World's End,world's end,world's end,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,1,1.0,0.14968333167766018,y,y,y
Pirates of the Caribbean: Dead Man's Chest,cast of pirates of the caribbean,pirates caribbean,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,0.10429447852760736,0.19214208141085307,n,n,n
Pirates of the Caribbean: Dead Man's Chest,cast of pirates of the caribbean dead men,pirates caribbean dead men,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,dead man chest,dead man chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,dead man's chest,dead man's chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,dead man's chest cast,dead man's chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,dead mans chest,dead mans chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,pirate of the caribbean 2,pirate caribbean 2,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates 2,pirates 2,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates of caribbean 2,pirates caribbean 2,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates of the caribbean 2,pirates caribbean 2,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,0.17708333333333334,0.09850888035043764,y,y,n
Pirates of the Caribbean: Dead Man's Chest,pirates of the caribbean dead,pirates caribbean dead,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,0.10429447852760736,0.19214208141085307,n,n,n
Pirates of the Caribbean: Dead Man's Chest,pirates of the caribbean dead man's chest,pirates caribbean dead man's chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,n,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates of the caribbean dead man's chest movie,pirates caribbean dead man's chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,n,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates of the caribbean dead mans chest,pirates caribbean dead mans chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates of the carribean 2,pirates carribean 2,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,pirates of the carribean dead mans chest,pirates carribean dead mans chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Man's Chest,potc 2,potc 2,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,1,1.0,0.15556023650760492,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,cast of dead men tell no tales,dead men tell no tales,http://www.imdb.com/title/tt1790809/fullcredits,1,1.0,0.04186679203401051,y,y,n
Pirates of the Caribbean: Dead Men Tell No Tales,cast of pirates of the caribbean,pirates caribbean,"http://www.imdb.com/title/tt1790809/,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales",2,0.38650306748466257,0.19214208141085307,n,n,n
Pirates of the Caribbean: Dead Men Tell No Tales,cast of pirates of the caribbean 5,pirates caribbean 5,http://www.imdb.com/title/tt1790809/,1,1.0,0.30526118385321316,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead man tell no tales,dead man tell no tales,"http://www.imdb.com/title/tt1790809/,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales",2,0.4315068493150685,0.21043300386247715,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead man tells no tales,dead man tells no tales,"https://www.rottentomatoes.com/m/pirates_of_the_caribbean_dead_men_tell_no_tales/,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,http://www.imdb.com/title/tt1790809/,http://www.imdb.com/title/tt1790809/fullcredits",4,0.12371134020618554,0.15066519136041578,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead men tell no lies,dead men tell no lies,"https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,http://www.imdb.com/title/tt1790809/,http://www.imdb.com/title/tt1790809/fullcredits",3,0.1411764705882353,0.1542442665863216,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead men tell no tales,dead men tell no tales,"https://www.rottentomatoes.com/m/pirates_of_the_caribbean_dead_men_tell_no_tales/,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,http://www.imdb.com/title/tt1790809/,http://www.imdb.com/title/tt1790809/fullcredits",4,0.12244897959183673,0.14411062036527858,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead men tell no tales cast,dead men tell no tales,"https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,http://www.imdb.com/title/tt1790809/,http://www.imdb.com/title/tt1790809/fullcredits",3,0.1411764705882353,0.1542442665863216,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead men tell no tales full movie,dead men tell no tales,"https://www.rottentomatoes.com/m/pirates_of_the_caribbean_dead_men_tell_no_tales/,http://www.imdb.com/title/tt1790809/",2,0.7757009345794392,0.22259457476795574,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,dead men tell no tales movie,dead men tell no tales,"https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,http://www.imdb.com/title/tt1790809/,http://www.imdb.com/title/tt1790809/fullcredits",3,0.1411764705882353,0.1542442665863216,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,imdb pirates of the caribbean,pirates caribbean,http://www.imdb.com/title/tt1790809/,1,1.0,0.30526118385321316,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,jack sparrow film,jack sparrow,http://www.imdb.com/title/tt1790809/,1,0.7545454545454545,0.19325923269766818,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,new pirates of the caribbean,pirates caribbean,"http://www.imdb.com/title/tt1790809/,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales",2,0.28,0.15410784397274155,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,order of pirates of the caribbean movies,pirates caribbean,http://www.imdb.com/title/tt1790809/,1,1.0,0.30526118385321316,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,piratas del caribe,piratas del caribe,http://www.imdb.com/title/tt1790809/,1,1.0,0.30526118385321316,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,pirate,pirate,http://www.imdb.com/title/tt1790809/,1,0.3971291866028708,0.1187062836946432,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,pirate of caribbean,pirate caribbean,http://www.imdb.com/title/tt1790809/,1,1.0,0.30526118385321316,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,pirate of the caribbean 5,pirate caribbean 5,"http://www.imdb.com/title/tt1790809/,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales",2,0.4315068493150685,0.21043300386247715,y,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,pirate of the caribbean 6,pirate caribbean 6,http://www.imdb.com/title/tt1790809/,1,1.0,0.30526118385321316,n,y,y
Pirates of the Caribbean: Dead Men Tell No Tales,pirate of the caribbean movies,pirate caribbean,http://www.imdb.com/title/tt1790809/,1,0.5123456790123457,0.17335935402324176,n,y,y
